xml:id,country,settlement,repository,idno,altIdentifier 1,altIdentifier 2,name,head,history,adminInfo,note,catalog link,surrogate
TokyoTak56,USA,"New Haven, CT",Beinecke Library,Takamiya 56,,,,,,,,https://search.library.yale.edu/catalog/11778631,https://collections.library.yale.edu/catalog/16371232
TokyoTak6,USA,"New Haven, CT",Beinecke Library,Takamiya 6,olim Helmingham Hall LJ. I. 10,,,,,,,https://search.library.yale.edu/catalog/11728511,https://collections.library.yale.edu/catalog/16371202
TokyoTak61,USA,"New Haven, CT",Beinecke Library,Takamiya 61,olim Lawrence Witten,,,,"Sotheby's, 10 November 1952",,,https://search.library.yale.edu/catalog/11802524,https://collections.library.yale.edu/catalog/16371237
TokyoTak64,USA,"New Haven, CT",Beinecke Library,Takamiya 64,olim Bradfer-Lawrence 7; olim J. P. R. Lyell,,,,,,,https://search.library.yale.edu/catalog/11756791,https://collections.library.yale.edu/catalog/16371239
TokyoTak65,USA,"New Haven, CT",Beinecke Library,Takamiya 65,"olim Goldschmidt Cat. 71, 1943, item 1, olim Greg, olim Bradfer-Lawrence 8, olim Huth 153",,,,,,,https://search.library.yale.edu/catalog/11779588,https://collections.library.yale.edu/catalog/16371240
TokyoTak67,USA,"New Haven, CT",Beinecke Library,Takamiya 67,"olim Ingilby (Sotheby's, 21 October 1920, lot 30); olim Bradfer-Lawrence 11",,,,,,,https://search.library.yale.edu/catalog/11775189,https://collections.library.yale.edu/catalog/16154682
TokyoTak78,USA,"New Haven, CT",Beinecke Library,Takamiya 78,,,,,"Quaritch Sale Cat. 1088, Lot 88?",,,https://search.library.yale.edu/catalog/11777015,https://collections.library.yale.edu/catalog/16371250
TokyoTak79,USA,"New Haven, CT",Beinecke Library,Takamiya 79,olim Plimpton,,,,"Sotheby's Sale 6 Dec. 1983, lot 20",,,https://search.library.yale.edu/catalog/11777046,https://collections.library.yale.edu/catalog/16371251
TokyoTak96,USA,"New Haven, CT",Beinecke Library,Takamiya 96,olim Beeleigh Abbey (Foyle),,,,,,,https://search.library.yale.edu/catalog/11756328,https://collections.library.yale.edu/catalog/15605268
TokyoTak97,USA,"New Haven, CT",Beinecke Library,Takamiya 97,,,,,"Foyle's sale at Christie's, 11 July 2000, lot 76",,,https://search.library.yale.edu/catalog/99117569103408651,https://collections.library.yale.edu/catalog/16156712
TokyoTak98,USA,"New Haven, CT",Beinecke Library,Takamiya 98,"olim Quaritch, Cat. 1270 (2000), item 55; prior Mertoun, Duke of Sutherland",,,,,,,https://search.library.yale.edu/catalog/99117559303408651,https://collections.library.yale.edu/catalog/16037446
TakamiyaBible,USA,"New Haven, CT",Beinecke Library,Takamiya Bible,"olim Quaritch; prior Ingilby, Ripley Castle, Harrowgate, Yorks.",,,"Biblia latina, Speier: Peter Drach, 1489. Goff B-587",,,,,
YaleMed27,USA,"New Haven, CT",Yale University Medical Library,27,,,,,,,,https://search.library.yale.edu/catalog/9947024353408651,https://collections.library.yale.edu/catalog/16960306
YaleMed47,USA,"New Haven, CT",Yale University Medical Library,47,,,,,,,,https://search.library.yale.edu/catalog/9948693763408651,https://collections.library.yale.edu/catalog/16960325
Plimpton253,USA,"New York, NY",Columbia University Library,Plimpton 253,olim Phillipps 9970,,,,,,,https://clio.columbia.edu/catalog/17016757,
Plimpton255,USA,"New York, NY",Columbia University Library,Plimpton 255,,,,,,,,https://clio.columbia.edu/catalog/17016759,
Plimpton256,USA,"New York, NY",Columbia University Library,Plimpton 256,,,,,,,,https://clio.columbia.edu/catalog/17016760,
Plimpton259,USA,"New York, NY",Columbia University Library,Plimpton 259,,,,,,,,https://clio.columbia.edu/catalog/17016764,
Plimpton263,USA,"New York, NY",Columbia University Library,Plimpton 263,,,,,,,,https://clio.columbia.edu/catalog/17016768,
Plimpton265,USA,"New York, NY",Columbia University Library,Plimpton 265,olim Claverly,,,,,,,https://clio.columbia.edu/catalog/17016769,
Plimpton39,USA,"New York, NY",Columbia University Library,Plimpton 39,,,,,,,,,
Plimpton80,USA,"New York, NY",Columbia University Library,Plimpton 80,,,,,,,,https://clio.columbia.edu/catalog/17016932,
PlimptonAd2,USA,"New York, NY",Columbia University Library,Plimpton Addenda 2,,,,,,,,https://clio.columbia.edu/catalog/17016796,
PlimptonAd3,USA,"New York, NY",Columbia University Library,Plimpton Addenda 3,olim Pratt,,,,,,,https://clio.columbia.edu/catalog/17016797,
PlimptonAd4,USA,"New York, NY",Columbia University Library,Plimpton Addenda 4,,,,,,,,https://clio.columbia.edu/catalog/17016798,
Wolfson,USA,"New York, NY",John Wolfson (private collection),,,,,,,,,,
NYPLDrexFr4180,USA,"New York, NY",New York Public Library,Drexel Fragments 4180,,,,,,,,https://www.nypl.org/research/research-catalog/bib/b16120457?originalUrl=https%3A%2F%2Fcatalog.nypl.org%2Frecord%3Db16120457~S1,
NYPLDrexFr4181,USA,"New York, NY",New York Public Library,Drexel Fragments 4181,,,,,,,,https://www.nypl.org/research/research-catalog/bib/b16120457?originalUrl=https%3A%2F%2Fcatalog.nypl.org%2Frecord%3Db16120457~S1,
NYPLDrexFr4183,USA,"New York, NY",New York Public Library,Drexel Fragments 4183,,,,,,,,https://www.nypl.org/research/research-catalog/bib/b16120457?originalUrl=https%3A%2F%2Fcatalog.nypl.org%2Frecord%3Db16120457~S1,
NYPLDrexFr4184,USA,"New York, NY",New York Public Library,Drexel Fragments 4184,,,,,,,,https://www.nypl.org/research/research-catalog/bib/b16120457?originalUrl=https%3A%2F%2Fcatalog.nypl.org%2Frecord%3Db16120457~S1,
NYPLDrexFr4185,USA,"New York, NY",New York Public Library,Drexel Fragments 4185,,,,,,,,https://www.nypl.org/research/research-catalog/bib/b16120457?originalUrl=https%3A%2F%2Fcatalog.nypl.org%2Frecord%3Db16120457~S1,
NYPL120,USA,"New York, NY",New York Public Library,MS 120,,,,,,,,,https://digitalcollections.nypl.org/collections/d533f0b0-c5ca-012f-d4a0-58d385a7bc34?q=%22ma+120%22&sort=relevance
NYPL146,USA,"New York, NY",New York Public Library,MS 146,,,,,,,,,https://digitalcollections.nypl.org/collections/d533f0b0-c5ca-012f-d4a0-58d385a7bc34?q=%22ma+146%22&sort=relevance
NYPLSpenc19,USA,"New York, NY",New York Public Library,Spencer 19,olim Petworth 2,,,,,,,https://www.nypl.org/research/research-catalog/bib/b22824612?originalUrl=https%3A%2F%2Fcatalog.nypl.org%2Frecord%3Db22824612,https://digitalcollections.nypl.org/collections/6ba85c70-c6cf-012f-d0da-58d385a7bc34
NYPLSpenc193,USA,"New York, NY",New York Public Library,Spencer 193,"olim Sotheby's 21 November 1972, lot 556",,,,,,,https://www.nypl.org/research/research-catalog/bib/b22884147,https://digitalcollections.nypl.org/items/e52fe4e0-c618-012f-370d-58d385a7bc34?canvasIndex=0
PierpontAcc10360,USA,"New York, NY",Pierpont Morgan Library,Acc. No. 28432,,,,,,,,,
PierpontAcc28432,USA,"New York, NY",Pierpont Morgan Library,Acc. No. 28432,,,,,,,,http://corsair.themorgan.org/vwebv/holdingsInfo?bibId=111834,
PierpontAcc53095,USA,"New York, NY",Pierpont Morgan Library,Acc. No. 53095,,,,,,,,,
PierpontAcc676,USA,"New York, NY",Pierpont Morgan Library,Acc. No. 676,Ch. L. 1759,,,STC 6826,,,,,
PierpontAcc698,USA,"New York, NY",Pierpont Morgan Library,Acc. No. 698,,,,STC 21429,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=134772,
PierpontAcc775,USA,"New York, NY",Pierpont Morgan Library,Acc. No. 775,,,,STC 3199,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=133786,
PierpontB21,USA,"New York, NY",Pierpont Morgan Library,B.21,"olim Phillipps 7008; Katherine Fenwick; Thomas FitzRoy Fenwick; Alan George Fenwick; William H. Robinson Ltd., London; their sale, London, Sotheby's, July 17, 1950, lot 27; purchased for Curt F. Bühler at Sotheby's (London, Feb. 28, 1955, lot 169) by E.P. Goldschmidt, London",,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=77148,https://ica.themorgan.org/manuscript/thumbs/77148
PierpontB11,USA,"New York, NY",Pierpont Morgan Library,B11,,,,,,,,,
PierpontB13,USA,"New York, NY",Pierpont Morgan Library,B13,olim Harmsworth,,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=145668,https://www.themorgan.org/collection/pricke-conscience/145668
PierpontB17,USA,"New York, NY",Pierpont Morgan Library,B17,,,,,,,,http://corsair.themorgan.org/vwebv/holdingsInfo?bibId=77144,https://ica.themorgan.org/manuscript/thumbs/77144
PierpontB5,USA,"New York, NY",Pierpont Morgan Library,B5,,,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=76791,
PierpontB54,USA,"New York, NY",Pierpont Morgan Library,B54,,,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=336970,https://ica.themorgan.org/manuscript/thumbs/76975
PierpontG39,USA,"New York, NY",Pierpont Morgan Library,G39,,,,,,,,http://corsair.themorgan.org/vwebv/holdingsInfo?bibId=76975,https://ica.themorgan.org/manuscript/thumbs/76975
PierpontG9,USA,"New York, NY",Pierpont Morgan Library,G9,olim Berkeley,,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=76947,https://ica.themorgan.org/manuscript/thumbs/76947
PierpontM124,USA,"New York, NY",Pierpont Morgan Library,M124,olim Lee,,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=77053,https://ica.themorgan.org/manuscript/thumbs/77053
PierpontM125,USA,"New York, NY",Pierpont Morgan Library,M125,"olim Hastings, Ashby-de-la-Zouche, Quaritch",,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=77031,https://ica.themorgan.org/manuscript/thumbs/77031
PierpontM126,USA,"New York, NY",Pierpont Morgan Library,M126,olim Narford; Fontaine,,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=77039,https://ica.themorgan.org/manuscript/thumbs/77039
PierpontM249,USA,"New York, NY",Pierpont Morgan Library,M249,"olim Ashburnham 124, post Compton Hall",,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=77248,
PierpontM275,USA,"New York, NY",Pierpont Morgan Library,M275,,,,,,,,,
PierpontM4,USA,"New York, NY",Pierpont Morgan Library,M4,,,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=76867,https://ica.themorgan.org/manuscript/thumbs/76867
PierpontM486,USA,"New York, NY",Pierpont Morgan Library,M486,,,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=112442,https://ica.themorgan.org/manuscript/thumbs/112442
PierpontM690,USA,"New York, NY",Pierpont Morgan Library,M690,olim Ravensworth,,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=119035,https://ica.themorgan.org/manuscript/thumbs/119035
PierpontM722,USA,"New York, NY",Pierpont Morgan Library,M722,,,,,,,,,
PierpontM771,USA,"New York, NY",Pierpont Morgan Library,M771,,,,,,,,,
PierpontM775,USA,"New York, NY",Pierpont Morgan Library,M775,,,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=158842,https://ica.themorgan.org/manuscript/thumbs/158842
PierpontM817,USA,"New York, NY",Pierpont Morgan Library,M817,olim Campsall Hall,,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=147148,https://ica.themorgan.org/manuscript/thumbs/147148
PierpontM818,USA,"New York, NY",Pierpont Morgan Library,M818,olim Harmsworth; olim Ingilby,,,,,,,https://corsair.themorgan.org/msdescr/BBM0818a.pdf,
PierpontM875,USA,"New York, NY",Pierpont Morgan Library,M875,olim Helmingham Hall,,,,,,,https://corsair.themorgan.org/msdescr/BBM0875a.pdf,
PierpontM876,USA,"New York, NY",Pierpont Morgan Library,M876,olim Helmingham Hall,,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=77347,https://ica.themorgan.org/manuscript/thumbs/77347
PierpontM898,USA,"New York, NY",Pierpont Morgan Library,M898,olim Edwardes,,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=159779,
PierpontM957,USA,"New York, NY",Pierpont Morgan Library,M957,"olim Netherby, Sir F. Graham",,,,"Sotheby's 12 Dec. 1966, also 10 Jul. 1972, lot 22",,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=145495,
PierpontM99,USA,"New York, NY",Pierpont Morgan Library,M99,,,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=77006,https://ica.themorgan.org/manuscript/thumbs/77006
PierpontMA717,USA,"New York, NY",Pierpont Morgan Library,MA 717,,,,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=134095,
PierpontAcc35083,USA,"New York, NY",Pierpont Morgan Library,PML 35083,Ch. L 1787,"olim Earl of Oxford, Joseph Brereton, and the Earl of Dysart",,,,,,https://corsair.themorgan.org/vwebv/holdingsInfo?bibId=135805,
PML722,USA,"New York, NY",Pierpont Morgan Library,PML 722,,,,Printed book (STC 5065),,,ChL 1799,,
Edelstein,USA,"New York, NY",Sidney M. Edelstein (private collection),,,,,,,,,,
Cushwa-Leighton,USA,"Notre Dame, IN","St Mary's College, Cushwa-Leighton Library",qR 128 A95 1490,, ,,"Avenzohar, Liber Teisir, sive rectificatio medicationis et regiminis (Venice: Johannes and Gregorius Forlivio, 4 January 1490/91)",,,,,
PhilFree314,USA,"Philadelphia, PA",Philadelphia Free Library,15/487,olim Lewis 314,,,,,,,https://openn.library.upenn.edu/Data/0023/html/lewis_t487.html,https://openn.library.upenn.edu/Data/0023/html/lewis_t487.html
PhilFree304,USA,"Philadelphia, PA",Philadelphia Free Library,15/488,olim Lewis 304,,,,,,,https://openn.library.upenn.edu/Data/0023/html/lewis_t488.html,https://openn.library.upenn.edu/Data/0023/html/lewis_t488.html
Esopus,USA,"Philadelphia, PA",Redemptorist Archives of the Baltimore Province,,"olim Mount St Alphonsus Seminary, Esopus, New York",,,,,,,,
PhilRos678,USA,"Philadelphia, PA",Rosenbach Museum and Library,678,olim Heber Incunabula,,,"Boethius, De Disciplina Scholarum, Deventer 1496","Sotheby's Sale Cat. 1834, Part III, No. 810",,,,
PhilRos108329,USA,"Philadelphia, PA",Rosenbach Museum and Library,1083/29,olim Earl of Aberdeen,,,,,,,https://openn.library.upenn.edu/Data/0028/html/ms_1083_029.html,https://openn.library.upenn.edu/Data/0028/html/ms_1083_029.html
PhilRos108330,USA,"Philadelphia, PA",Rosenbach Museum and Library,1083/30,olim Phillipps 1099,,,,,,,https://openn.library.upenn.edu/Data/0028/html/ms_1083_030.html,https://openn.library.upenn.edu/Data/0028/html/ms_1083_030.html
PhilRos10841,USA,"Philadelphia, PA",Rosenbach Museum and Library,1084/1,olim Rosenbach 157; prior Phillipps 8137,,,,,,,https://openn.library.upenn.edu/Data/0028/html/ms_1084_1.html,https://openn.library.upenn.edu/Data/0028/html/ms_1084_1.html
PhilRos10842,USA,"Philadelphia, PA",Rosenbach Museum and Library,1084/2,olim Rosenbach 158; prior W. A. White,,,,,,,https://openn.library.upenn.edu/Data/0028/html/ms_1084_002.html,https://openn.library.upenn.edu/Data/0028/html/ms_1084_002.html
PhilRos43916,USA,"Philadelphia, PA",Rosenbach Museum and Library,439/16,olim Phillipps 4254,,,,,,,https://openn.library.upenn.edu/Data/0028/html/ms_439_016.html,https://openn.library.upenn.edu/Data/0028/html/ms_439_016.html
PhilUPSmith4,USA,"Philadelphia, PA",University of Pennsylvania Library,MS Codex 111,formerly Smith 4,,,,,,,https://find.library.upenn.edu/catalog/9915804573503681,https://colenda.library.upenn.edu/catalog/81431-p3mp4vp3r
PhilUPEng2,USA,"Philadelphia, PA",University of Pennsylvania Library,MS Codex 197,formerly Eng. 2E.VII,,,,"Quaritch Sale Cat. 328, item 586",,,https://find.library.upenn.edu/catalog/9915805953503681,https://colenda.library.upenn.edu/catalog/81431-p3dn3zx22
PhilUPLat33,USA,"Philadelphia, PA",University of Pennsylvania Library,MS Codex 721,olim Lat. 33; olim Harmsworth; olim Dewick,,,,"Sotheby's Sale, Oct. 15, 1943, Lot 2053; Raphael King, Ltd. Sale Cat. 53, No. 215, Dec. 1951",,,https://find.library.upenn.edu/catalog/9924875383503681,https://colenda.library.upenn.edu/catalog/81431-p32j6856v
PhilUPLat35,USA,"Philadelphia, PA",University of Pennsylvania Library,MS Lat. 35,"olim Lyell; Quaritch Sale Cat. 699, Item 61",,,,,,,https://find.library.upenn.edu/catalog/9924874663503681?hld_id=22283357630003681,
PhilUPEng1,USA,"Philadelphia, PA",University of Pennsylvania Library,MS Codex 196,formerly Eng. 1,"olim Gilbert Ireland Blackburne of Hale Hall, Liverpool",,,,,,https://find.library.upenn.edu/catalog/9915517823503681,https://colenda.library.upenn.edu/catalog/81431-p3154dp3x
PhilUPEng6,USA,"Philadelphia, PA",University of Pennsylvania Library,MS Codex 201,Formerly Eng. 6,"olim T. Edward Ross; olim Gilbert, Bishop of Bath and Wells",,,,,,https://find.library.upenn.edu/catalog/9915517833503681,https://colenda.library.upenn.edu/catalog/81431-p3vd6p84z
PhilUPEng8,USA,"Philadelphia, PA",University of Pennsylvania Library,MS Codex 218,formerly Eng. 8,olim Stonor Park,,,,,,https://find.library.upenn.edu/catalog/9924864413503681?hld_id=resource_link_0,https://colenda.library.upenn.edu/catalog/81431-p3h70821r
PUL21,USA,"Princeton, NJ",Princeton University Library,21,,,,,,,,,
PUL93,USA,"Princeton, NJ",Princeton University Library,93,,,,,,,,https://dpul.princeton.edu/taylor-collections/catalog/vd66w366g,https://dpul.princeton.edu/taylor-collections/catalog/vd66w366g
PUL100,USA,"Princeton, NJ",Princeton University Library,100,olim Helmingham Hall,,,,,,,https://catalog.princeton.edu/catalog/99111943163506421,https://catalog.princeton.edu/catalog/99111943163506421#viewer-container
PULGar119,USA,"Princeton, NJ",Princeton University Library,Garrett 119,,,,,,,,https://catalog.princeton.edu/catalog/99113439393506421,https://catalog.princeton.edu/catalog/99113439393506421#viewer-container
PULGar136,USA,"Princeton, NJ",Princeton University Library,Garrett 136,olim Phillipps 2298,,,,,,,https://catalog.princeton.edu/catalog/99113450493506421,https://catalog.princeton.edu/catalog/99113450493506421#viewer-container
PULGar137,USA,"Princeton, NJ",Princeton University Library,Garrett 137,"olim Ashburnham 244, post Quaritch Sale Cat. 344, No. 18",,,,,,,https://catalog.princeton.edu/catalog/99108865363506421,https://catalog.princeton.edu/catalog/99108865363506421#viewer-container
PULGar138,USA,"Princeton, NJ",Princeton University Library,Garrett 138,olim Yates Thompson,,,,,,,https://catalog.princeton.edu/catalog/99108868793506421#view,https://catalog.princeton.edu/catalog/99108868793506421#view
PULGar139,USA,"Princeton, NJ",Princeton University Library,Garrett 139,olim Phillipps 8117,,,,,,,https://catalog.princeton.edu/catalog/99108869583506421,https://catalog.princeton.edu/catalog/99108869583506421#viewer-container
PULGar140,USA,"Princeton, NJ",Princeton University Library,Garrett 140,olim Phillipps 8357,,,,,,,https://catalog.princeton.edu/catalog/99108870093506421#view,https://catalog.princeton.edu/catalog/99108870093506421#view
PULGar141,USA,"Princeton, NJ",Princeton University Library,Garrett 141,,,,,,,,https://catalog.princeton.edu/catalog/99108872923506421#view,https://catalog.princeton.edu/catalog/99108872923506421#view
PULGar142,USA,"Princeton, NJ",Princeton University Library,Garrett 142,,,,,,,,https://catalog.princeton.edu/catalog/99108873553506421,
PULGar143,USA,"Princeton, NJ",Princeton University Library,Garrett 143,,,,,,,,https://catalog.princeton.edu/catalog/99108881333506421#view,https://catalog.princeton.edu/catalog/99108881333506421#view
PULGar151,USA,"Princeton, NJ",Princeton University Library,Garrett 151,,,,,,,,https://catalog.princeton.edu/catalog/99111828043506421#view,https://catalog.princeton.edu/catalog/99111828043506421#view
PULKane21,USA,"Princeton, NJ",Princeton University Library,Kane 21,olim Huth,,,,,,,https://catalog.princeton.edu/catalog/99111915473506421#view,https://catalog.princeton.edu/catalog/99111915473506421#view
Thompson,USA,"Princeton, NJ",Princeton University Library,Robert H. Taylor MS 17,"olim Thompson (Portland, Oregon)",olim Amherst 20 prior Phillipps,,,,,,https://catalog.princeton.edu/catalog/99113641203506421#view,https://catalog.princeton.edu/catalog/99113641203506421#view
PULSchei127,USA,"Princeton, NJ",Princeton University Library,Scheide 127,,,,,,,,,
PULSchei66,USA,"Princeton, NJ",Princeton University Library,Scheide 66,,,,,,,,,
PULSchei71,USA,"Princeton, NJ",Princeton University Library,Scheide 71,,,,,,,Blickling Homilies,https://catalog.princeton.edu/catalog/9934995233506421,https://catalog.princeton.edu/catalog/9934995233506421#view
PULTayB741,USA,"Princeton, NJ",Princeton University Library,Taylor B 741,olim Rosenbach Foundation 678; olim John F. Fleming,,,"Printed book; Boethius de disciplina scholarium; Deventer, 1496",,,,https://catalog.princeton.edu/catalog/9933152473506421,
PULTayM11,USA,"Princeton, NJ",Princeton University Library,Taylor Medieval 11,olim Petre,,,,"Sotheby's Sale, 10 March 1952, Lot 143; Quaritch Sale Cat. 704, Item 350, olim Laurence Witten",,,https://catalog.princeton.edu/catalog/99111942213506421,https://catalog.princeton.edu/catalog/99111942213506421
PULTayM13,USA,"Princeton, NJ",Princeton University Library,Taylor Medieval 13,"olim Maggs Cat. 580, item 449",,,,,,,https://catalog.princeton.edu/catalog/99111942533506421,https://catalog.princeton.edu/catalog/99111942533506421
PULTayM2,USA,"Princeton, NJ",Princeton University Library,Taylor Medieval 2,olim Wollaton Hall,,,,"Quaritch Cat. 1931, item 100 and Cat. 699, 1952, item 28",,,https://catalog.princeton.edu/catalog/99111915593506421#view,https://catalog.princeton.edu/catalog/99111915593506421#view
PULTayM3,USA,"Princeton, NJ",Princeton University Library,Taylor Medieval 3,"olim Morent's Court, Kent, Meyerstein",,,,"Sotheby's 17 Dec. 1952, lot 466",,,https://catalog.princeton.edu/catalog/99111916763506421#view,https://catalog.princeton.edu/catalog/99111916763506421#view
PULTayM5,USA,"Princeton, NJ",Princeton University Library,Taylor Medieval 5,olim Phillipps 8192,,,,,,,https://catalog.princeton.edu/catalog/99111918873506421,https://catalog.princeton.edu/catalog/99111918873506421#viewer-container
PULTayM6,USA,"Princeton, NJ",Princeton University Library,Taylor Medieval 6,,,,,,,,https://catalog.princeton.edu/catalog/99111919253506421#view,https://catalog.princeton.edu/catalog/99111919253506421#view
PULTayM9,USA,"Princeton, NJ",Princeton University Library,Taylor Medieval 9,"olim Bodmer, prior Ireland, Blackburn",,,,,,,https://catalog.princeton.edu/catalog/99111919643506421,https://dpul.princeton.edu/medieval_manuscripts/catalog/dc6w924q502
HunEL1160,USA,"San Marino, CA",Huntington Library,EL 1160,,,,,,,,https://catalog.huntington.org/record=b1862043?_gl=1*172zjqu*_ga*MTEzMjYwMDM1MS4xNzY3MDQwNDg1*_ga_1BGEDHGTJ6*czE3NjcwNDA0ODUkbzEkZzEkdDE3NjcwNDQzMjUkajYwJGwwJGgw*_ga_K3S8LP16FY*czE3NjcwNDA0ODUkbzEkZzEkdDE3NjcwNDQzMjUkajYwJGwwJGgw,https://cdm16003.contentdm.oclc.org/digital/collection/p15150coll7/id/49307
HunEL26A13,USA,"San Marino, CA",Huntington Library,EL 26.A.13,olim Bridgewater,,,,,,,https://catalog.huntington.org/record=b1823582?_gl=1*bfw5j7*_ga*MTEzMjYwMDM1MS4xNzY3MDQwNDg1*_ga_1BGEDHGTJ6*czE3NjcwNDA0ODUkbzEkZzEkdDE3NjcwNDQxNTkkajIwJGwwJGgw*_ga_K3S8LP16FY*czE3NjcwNDA0ODUkbzEkZzEkdDE3NjcwNDQxNTkkajIwJGwwJGgw,https://cdm16003.contentdm.oclc.org/digital/collection/p15150coll7/id/18796
HunEL26A17,USA,"San Marino, CA",Huntington Library,EL 26.A.17,olim Bridgewater,,the Stafford Gower,,,,,https://catalog.huntington.org/record=b1862038?_gl=1*16uo2rt*_ga*MTEzMjYwMDM1MS4xNzY3MDQwNDg1*_ga_1BGEDHGTJ6*czE3NjcwNDA0ODUkbzEkZzEkdDE3NjcwNDQxMTkkajYwJGwwJGgw*_ga_K3S8LP16FY*czE3NjcwNDA0ODUkbzEkZzEkdDE3NjcwNDQxMTkkajYwJGwwJGgw,https://cdm16003.contentdm.oclc.org/digital/collection/p15150coll7/id/49011
HunEL26C9,USA,"San Marino, CA",Huntington Library,EL 26.C.9,,,Ellesmere,,,,,https://catalog.huntington.org/record=b1825265?_gl=1*glwgc5*_gcl_au*NTUzNzM2NTE1LjE3NjcwNDExOTA.*_ga*NzI3OTg2NTE5LjE3NjcwNDAxNDI.*_ga_1BGEDHGTJ6*czE3NjcwNDAxNDIkbzEkZzEkdDE3NjcwNDQwNzQkajYwJGwwJGgw*_ga_K3S8LP16FY*czE3NjcwNDAxNDIkbzEkZzEkdDE3NjcwNDQwNzQkajYwJGwwJGgw,https://hdl.huntington.org/digital/collection/p15150coll7/id/2838
HunEL34A9,USA,"San Marino, CA",Huntington Library,EL 34.A.9,,,,,,,,,
HunEL34B60,USA,"San Marino, CA",Huntington Library,EL 34.B.60,"olim Bridgewater, or EL 1160",,,,,,,https://catalog.huntington.org/record=b1862043?_gl=1*1froih9*_ga*MTEzMjYwMDM1MS4xNzY3MDQwNDg1*_ga_1BGEDHGTJ6*czE3NjcwNDA0ODUkbzEkZzEkdDE3NjcwNDM5MTUkajckbDAkaDA.*_ga_K3S8LP16FY*czE3NjcwNDA0ODUkbzEkZzEkdDE3NjcwNDM5MTUkajckbDAkaDA.,https://cdm16003.contentdm.oclc.org/digital/collection/p15150coll7/id/49307
HunEL34B7,USA,"San Marino, CA",Huntington Library,EL 34.B.7,,,,,,,,https://catalog.huntington.org/record=b1861967?_gl=1*1x27ep*_ga*MTEzMjYwMDM1MS4xNzY3MDQwNDg1*_ga_1BGEDHGTJ6*czE3NjcwNDA0ODUkbzEkZzEkdDE3NjcwNDM4NzIkajUwJGwwJGgw*_ga_K3S8LP16FY*czE3NjcwNDA0ODUkbzEkZzEkdDE3NjcwNDM4NzIkajUwJGwwJGgw,https://cdm16003.contentdm.oclc.org/digital/collection/p15150coll7/id/49210
HunEL6162,USA,"San Marino, CA",Huntington Library,EL 6162,,,,,,,,,
HunHM1,USA,"San Marino, CA",Huntington Library,HM 1,olim Towneley Hall,,,,,,,https://catalog.huntington.org/record=b1862079?_gl=1*m23ng6*_ga*MTEzMjYwMDM1MS4xNzY3MDQwNDg1*_ga_1BGEDHGTJ6*czE3NjcwNDA0ODUkbzEkZzEkdDE3NjcwNDM2ODEkajMzJGwwJGgw*_ga_K3S8LP16FY*czE3NjcwNDA0ODUkbzEkZzEkdDE3NjcwNDM2ODEkajMzJGwwJGgw,https://cdm16003.contentdm.oclc.org/digital/collection/p15150coll7/id/52988
HunHM1086,USA,"San Marino, CA",Huntington Library,HM 1086,olim Hoe,,,,,,,https://catalog.huntington.org/record=b1861881?_gl=1*7pngkp*_ga*MTEzMjYwMDM1MS4xNzY3MDQwNDg1*_ga_1BGEDHGTJ6*czE3NjcwNDA0ODUkbzEkZzEkdDE3NjcwNDM2NTQkajYwJGwwJGgw*_ga_K3S8LP16FY*czE3NjcwNDA0ODUkbzEkZzEkdDE3NjcwNDM2NTQkajYwJGwwJGgw,https://cdm16003.contentdm.oclc.org/digital/collection/p15150coll7/id/45999
HunHM1087,USA,"San Marino, CA",Huntington Library,HM 1087,,,,,,,,https://catalog.huntington.org/record=b1861882?_gl=1*spujy1*_ga*MTEzMjYwMDM1MS4xNzY3MDQwNDg1*_ga_1BGEDHGTJ6*czE3NjcwNDA0ODUkbzEkZzEkdDE3NjcwNDM2MjgkajIwJGwwJGgw*_ga_K3S8LP16FY*czE3NjcwNDA0ODUkbzEkZzEkdDE3NjcwNDM2MjgkajIwJGwwJGgw,https://cdm16003.contentdm.oclc.org/digital/collection/p15150coll7/id/49357
